,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,General And Administrative Expense,Other Gand A,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Write Off,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Otherunder Preferred Stock Dividend,Other Special Charges,Other Operating Expenses,Average Dilution Earnings,Selling And Marketing Expense,Gain On Sale Of Ppe,Impairment Of Capital Assets,Provision For Doubtful Accounts,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Income Statement,Preferred Stock Dividends,Other Taxes,Excise Taxes,Professional Expense And Contract Services Expense,Other Non Interest Expense,Rent Expense Supplemental,Rent And Landing Fees,Occupancy And Equipment,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2025-06-30,-275349.958873,0.094785,1501081000.0,-2905000.0,-2905000.0,1202849000.0,96252000.0,1207286000.0,1498176000.0,1401924000.0,107151000.0,73125000.0,,1205478650.041127,1202849000.0,1822981000.0,,132734000.0,132032000.0,9.06,9.11,1202849000.0,1202849000.0,1202849000.0,,1202849000.0,,1202849000.0,,125950000.0,1328799000.0,-130112000.0,-127207000.0,0.0,,,,107151000.0,73125000.0,,1351760000.0,615695000.0,352989000.0,262706000.0,,,,1967455000.0,1207286000.0,3174741000.0,3174741000.0,KLAC,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.139,1434413000.0,0.0,0.0,1088416000.0,98091000.0,1175689000.0,1434413000.0,1336322000.0,-71889000.0,71889000.0,,1088416000.0,1088416000.0,1762637000.0,,133303000.0,132607000.0,8.16,8.21,1088416000.0,1088416000.0,1088416000.0,,1088416000.0,,1088416000.0,,176017000.0,1264433000.0,35930000.0,35930000.0,0.0,,,,-71889000.0,71889000.0,,1300392000.0,586948000.0,338043000.0,248905000.0,,,,1887340000.0,1175689000.0,3063029000.0,3063029000.0,KLAC,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-36343200.0,0.152,1390532000.0,-239100000.0,-239100000.0,824527000.0,103922000.0,1221461000.0,1151432000.0,1047510000.0,-74981000.0,74981000.0,,1027283800.0,824527000.0,1834699000.0,,133926000.0,133327000.0,6.16,6.18,824527000.0,824527000.0,824527000.0,,824527000.0,,824527000.0,,148002000.0,972529000.0,-194642000.0,44458000.0,-239100000.0,,,,-74981000.0,74981000.0,,1242152000.0,613238000.0,346157000.0,267081000.0,,,,1855390000.0,1221461000.0,3076851000.0,3076851000.0,KLAC,,,,,,,,,,,,239100000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.123,1256681000.0,,,945851000.0,95823000.0,1147431000.0,1256681000.0,1160858000.0,-82171000.0,82171000.0,,945851000.0,945851000.0,1721618000.0,,134858000.0,134134000.0,7.01,7.05,945851000.0,945851000.0,945851000.0,,945851000.0,,945851000.0,,132836000.0,1078687000.0,40935000.0,40935000.0,,,,,-82171000.0,82171000.0,,1119923000.0,574187000.0,323145000.0,251042000.0,,,,1694110000.0,1147431000.0,2841541000.0,2841541000.0,KLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,823346.138747,0.114912,1121715000.0,7165000.0,7165000.0,836446000.0,101001000.0,1010551000.0,1128880000.0,1027879000.0,77852000.0,82836000.0,,830104346.138747,836446000.0,1591416000.0,,135342000.0,134462000.0,6.18,6.22,836446000.0,836446000.0,836446000.0,0.0,836446000.0,,836446000.0,,108597000.0,945043000.0,-110128000.0,-117293000.0,0.0,,,,77852000.0,82836000.0,,977319000.0,580865000.0,325759000.0,255106000.0,,,,1558184000.0,1010551000.0,2568735000.0,2568735000.0,KLAC,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,-70474000.0,-70474000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-70474000.0,,,,,,,,,,,,,,,,,,KLAC,,,,,,,,,,,,70474000.0,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,KLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-389508000.0,0.042,1588000000.0,-9274000000.0,-9274000000.0,-7824000000.0,241000000.0,4169000000.0,-7686000000.0,-7927000000.0,-212000000.0,240000000.0,28000000.0,1060492000.0,-7824000000.0,5060000000.0,-7974000000.0,1185000000.0,1185000000.0,-6.6,-6.6,-7824000000.0,-7824000000.0,-7824000000.0,-1000000.0,-7823000000.0,,-7823000000.0,,-344000000.0,-8167000000.0,-9247000000.0,27000000.0,-9266000000.0,0.0,,-8000000.0,-212000000.0,240000000.0,28000000.0,1292000000.0,891000000.0,,891000000.0,,,,2183000000.0,4169000000.0,6352000000.0,6352000000.0,KHC,,,,,,,,,,,,9266000000.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-1495000.0,0.299,1483000000.0,-5000000.0,-5000000.0,712000000.0,231000000.0,3935000000.0,1478000000.0,1247000000.0,-206000000.0,229000000.0,23000000.0,715505000.0,712000000.0,4803000000.0,1196000000.0,1198000000.0,1194000000.0,0.59,0.6,712000000.0,712000000.0,712000000.0,-2000000.0,714000000.0,,714000000.0,,304000000.0,1018000000.0,28000000.0,33000000.0,0.0,0.0,,-5000000.0,-206000000.0,229000000.0,23000000.0,1196000000.0,868000000.0,,868000000.0,837000000.0,868000000.0,-31000000.0,2064000000.0,3935000000.0,5999000000.0,5999000000.0,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-293160000.0,0.21,1619000000.0,-1396000000.0,-1396000000.0,2131000000.0,234000000.0,4331000000.0,223000000.0,-11000000.0,-207000000.0,227000000.0,20000000.0,3233840000.0,2131000000.0,5229000000.0,-40000000.0,1207000000.0,1203000000.0,1.76,1.77,2131000000.0,2131000000.0,2131000000.0,-1000000.0,2132000000.0,,2132000000.0,,-2370000000.0,-238000000.0,-1378000000.0,18000000.0,-1390000000.0,-3000000.0,,-6000000.0,-207000000.0,227000000.0,20000000.0,1347000000.0,898000000.0,,898000000.0,869000000.0,898000000.0,-29000000.0,2245000000.0,4331000000.0,6576000000.0,6576000000.0,KHC,,,,,,,,,,,,1387000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,-300720000.0,0.21,1624000000.0,-1432000000.0,-1432000000.0,-290000000.0,245000000.0,4197000000.0,192000000.0,-53000000.0,-214000000.0,230000000.0,16000000.0,841280000.0,-290000000.0,5056000000.0,-101000000.0,1210000000.0,1210000000.0,-0.24,-0.24,-290000000.0,-290000000.0,-290000000.0,0.0,-290000000.0,,-290000000.0,,7000000.0,-283000000.0,-1396000000.0,36000000.0,-1427000000.0,1000000.0,,-5000000.0,-214000000.0,230000000.0,16000000.0,1327000000.0,859000000.0,,859000000.0,821000000.0,859000000.0,-38000000.0,2186000000.0,4197000000.0,6383000000.0,6383000000.0,KHC,,,,,,,,,,,,1428000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-179340000.0,0.21,1670000000.0,-854000000.0,-854000000.0,102000000.0,239000000.0,4182000000.0,816000000.0,577000000.0,-212000000.0,229000000.0,17000000.0,776660000.0,102000000.0,5100000000.0,522000000.0,1216000000.0,1212000000.0,0.08,0.08,102000000.0,102000000.0,102000000.0,2000000.0,100000000.0,,100000000.0,,248000000.0,348000000.0,-816000000.0,38000000.0,-853000000.0,1000000.0,,-1000000.0,-212000000.0,229000000.0,17000000.0,1376000000.0,918000000.0,,918000000.0,885000000.0,918000000.0,-33000000.0,2294000000.0,4182000000.0,6476000000.0,6476000000.0,KHC,,,,,,,,,,,,854000000.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911000000.0,941000000.0,-30000000.0,,,,,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KHC,,,,,,,,,,1017000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,
2025-07-31,11760000.0,0.21,1772000000.0,56000000.0,56000000.0,609000000.0,912000000.0,25996000000.0,1828000000.0,916000000.0,-144000000.0,144000000.0,,564760000.0,609000000.0,33077000000.0,863000000.0,665000000.0,662000000.0,0.91,0.91,609000000.0,609000000.0,609000000.0,-1000000.0,610000000.0,,610000000.0,,162000000.0,772000000.0,53000000.0,-3000000.0,,,,56000000.0,-144000000.0,144000000.0,,863000000.0,6947000000.0,,202000000.0,202000000.0,,,7810000000.0,26130000000.0,33940000000.0,33940000000.0,KR,,778000000.0,778000000.0,,,,,5967000000.0,,,,,,,,,,,,,,,,,,202000000.0,202000000.0,,,,,,
2025-04-30,-4047000.0,0.213,2556000000.0,-19000000.0,-19000000.0,866000000.0,1235000000.0,34367000000.0,2537000000.0,1302000000.0,-199000000.0,199000000.0,,880953000.0,866000000.0,43796000000.0,1322000000.0,664000000.0,660000000.0,1.29,1.3,866000000.0,866000000.0,866000000.0,-2000000.0,868000000.0,,868000000.0,,235000000.0,1103000000.0,-20000000.0,-1000000.0,,,,-19000000.0,-199000000.0,199000000.0,,1322000000.0,9245000000.0,,271000000.0,271000000.0,,,10567000000.0,34551000000.0,45118000000.0,45118000000.0,KR,,1051000000.0,1051000000.0,,,,,7923000000.0,,,,,,,,,,,,,,,,,,271000000.0,271000000.0,,,,,,
2025-01-31,-3187500.0,0.138587,1813000000.0,-23000000.0,-23000000.0,634000000.0,898000000.0,26250000000.0,1790000000.0,892000000.0,-156000000.0,156000000.0,,653812500.0,634000000.0,33396000000.0,912000000.0,696000000.0,691000000.0,0.9,0.91,614000000.0,614000000.0,634000000.0,0.0,634000000.0,,634000000.0,,102000000.0,736000000.0,-20000000.0,3000000.0,0.0,0.0,,-23000000.0,-156000000.0,156000000.0,,912000000.0,7008000000.0,,205000000.0,205000000.0,,,7920000000.0,26388000000.0,34308000000.0,34308000000.0,KR,,760000000.0,760000000.0,,,,,6043000000.0,,,,,,,,,,,,,,,,,,205000000.0,205000000.0,,,,,,
2024-10-31,13747000.0,0.233,1727000000.0,59000000.0,59000000.0,618000000.0,896000000.0,25809000000.0,1786000000.0,890000000.0,-86000000.0,86000000.0,,572747000.0,618000000.0,32806000000.0,828000000.0,728000000.0,723000000.0,0.84,0.85,618000000.0,618000000.0,618000000.0,1000000.0,617000000.0,,617000000.0,,187000000.0,804000000.0,62000000.0,3000000.0,79000000.0,79000000.0,,-20000000.0,-86000000.0,86000000.0,,828000000.0,6858000000.0,,203000000.0,203000000.0,,,7686000000.0,25948000000.0,33634000000.0,33634000000.0,KR,,757000000.0,757000000.0,,,,,5898000000.0,,,,,,,,,,,,,,,,,,203000000.0,203000000.0,,,,,,
2024-07-31,-29161000.0,0.241,1708000000.0,-121000000.0,-121000000.0,466000000.0,890000000.0,26122000000.0,1587000000.0,697000000.0,-84000000.0,84000000.0,,557839000.0,466000000.0,33097000000.0,815000000.0,727000000.0,723000000.0,0.64,0.64,466000000.0,466000000.0,466000000.0,1000000.0,465000000.0,,465000000.0,,148000000.0,613000000.0,-118000000.0,3000000.0,,,,-121000000.0,-84000000.0,84000000.0,,815000000.0,6836000000.0,,199000000.0,199000000.0,,,7651000000.0,26261000000.0,33912000000.0,33912000000.0,KR,,751000000.0,751000000.0,,,,,5886000000.0,,,,,,,,,,,,,,,,,,199000000.0,199000000.0,,,,,,
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000000.0,,,,,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278000000.0,-6000000.0,,,,,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-1637404.580153,0.125954,992000000.0,-13000000.0,-13000000.0,458000000.0,303000000.0,3965000000.0,979000000.0,676000000.0,-152000000.0,152000000.0,,469362595.419847,458000000.0,4842000000.0,571000000.0,187800000.0,187000000.0,2.44,2.45,458000000.0,458000000.0,458000000.0,0.0,458000000.0,,458000000.0,,66000000.0,524000000.0,92000000.0,105000000.0,-13000000.0,0.0,13000000.0,,-152000000.0,152000000.0,,584000000.0,751000000.0,132000000.0,442000000.0,322000000.0,322000000.0,,1335000000.0,4091000000.0,5426000000.0,5426000000.0,LHX,,177000000.0,177000000.0,177000000.0,177000000.0,,,,,120000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-5406000.0,0.159,944000000.0,-34000000.0,-34000000.0,386000000.0,301000000.0,3658000000.0,910000000.0,609000000.0,-150000000.0,150000000.0,,414594000.0,386000000.0,4573000000.0,525000000.0,189100000.0,188500000.0,2.04,2.05,386000000.0,386000000.0,386000000.0,0.0,386000000.0,,386000000.0,,73000000.0,459000000.0,50000000.0,84000000.0,-34000000.0,-17000000.0,17000000.0,,-150000000.0,150000000.0,,559000000.0,791000000.0,112000000.0,502000000.0,397000000.0,397000000.0,,1350000000.0,3782000000.0,5132000000.0,5132000000.0,LHX,,177000000.0,177000000.0,177000000.0,177000000.0,,,,,105000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.063655,974000000.0,,,453000000.0,326000000.0,4126000000.0,974000000.0,648000000.0,-161000000.0,161000000.0,,453000000.0,453000000.0,4795000000.0,569000000.0,190600000.0,189700000.0,2.37,2.38,453000000.0,453000000.0,453000000.0,-3000000.0,456000000.0,,456000000.0,,31000000.0,487000000.0,-80000000.0,79000000.0,,,,,-161000000.0,161000000.0,,728000000.0,669000000.0,,-625000000.0,-1070000000.0,-1070000000.0,,1397000000.0,4126000000.0,5523000000.0,5523000000.0,LHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.06,920000000.0,,,400000000.0,324000000.0,3873000000.0,920000000.0,596000000.0,-166000000.0,166000000.0,,400000000.0,400000000.0,4797000000.0,495000000.0,190500000.0,189600000.0,2.1,2.11,400000000.0,400000000.0,400000000.0,-4000000.0,404000000.0,,404000000.0,,26000000.0,430000000.0,101000000.0,101000000.0,,,,,-166000000.0,166000000.0,,495000000.0,924000000.0,,924000000.0,924000000.0,924000000.0,,1419000000.0,3873000000.0,5292000000.0,5292000000.0,LHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-2653846.153846,0.058974,926000000.0,-45000000.0,-45000000.0,366000000.0,319000000.0,3814000000.0,881000000.0,562000000.0,-172000000.0,172000000.0,,408346153.846154,366000000.0,4778000000.0,476000000.0,190600000.0,189700000.0,1.92,1.93,366000000.0,366000000.0,366000000.0,-1000000.0,367000000.0,,367000000.0,,23000000.0,390000000.0,41000000.0,86000000.0,-45000000.0,-24000000.0,21000000.0,,-172000000.0,172000000.0,,521000000.0,839000000.0,124000000.0,521000000.0,409000000.0,409000000.0,-81000000.0,1360000000.0,3939000000.0,5299000000.0,5299000000.0,LHX,,194000000.0,194000000.0,194000000.0,194000000.0,,,,,112000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,-40000000.0,-40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40000000.0,0.0,40000000.0,,,,,,,114000000.0,,,,,,,,,LHX,,197000000.0,197000000.0,197000000.0,197000000.0,,,,,113000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,-547000000.0,-547000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-547000000.0,-77000000.0,,,,,,,,,,,,,,,,,LHX,,,,,,,,,,,,296000000.0,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-523200.0,0.218,534500000.0,-2400000.0,-2400000.0,237900000.0,170300000.0,2379100000.0,532100000.0,361800000.0,-57100000.0,57100000.0,,239776800.0,237900000.0,3128700000.0,394500000.0,83900000.0,83400000.0,2.84,2.85,237900000.0,237900000.0,237900000.0,-400000.0,238300000.0,,238300000.0,,66400000.0,304700000.0,-36800000.0,-32700000.0,-4100000.0,,4100000.0,1700000.0,-57100000.0,57100000.0,,398600000.0,647600000.0,,579300000.0,,,,1046200000.0,2481100000.0,3527300000.0,3527300000.0,LH,,68300000.0,68300000.0,68300000.0,68300000.0,,,,,,,0.0,,,,,,-1700000.0,,,,,,,,,,,,,,,
2025-03-31,22600.0,0.226,497900000.0,100000.0,100000.0,212800000.0,166800000.0,2299900000.0,498000000.0,331200000.0,-56000000.0,56000000.0,,212722600.0,212800000.0,3012700000.0,326000000.0,84300000.0,83600000.0,2.52,2.54,212800000.0,212800000.0,212800000.0,-200000.0,213000000.0,,213000000.0,,62200000.0,275200000.0,-1200000.0,-1000000.0,-6400000.0,,6400000.0,6500000.0,-56000000.0,56000000.0,,332400000.0,615600000.0,,546000000.0,,,,948000000.0,2397100000.0,3345100000.0,3350900000.0,LH,,69600000.0,69600000.0,69600000.0,69600000.0,,,,,,,0.0,,,,,,-300000.0,,,,,,,,,,,,,,,
2024-12-31,4024374.319913,0.218716,399400000.0,18400000.0,18400000.0,143400000.0,170600000.0,2332900000.0,417800000.0,247200000.0,-63400000.0,63400000.0,,129024374.319913,143400000.0,3098700000.0,216500000.0,84200000.0,83600000.0,1.7,1.72,143400000.0,143400000.0,143400000.0,-200000.0,143600000.0,0.0,143600000.0,,40200000.0,183800000.0,16500000.0,-1200000.0,-19100000.0,,11400000.0,37500000.0,-63400000.0,63400000.0,,230700000.0,665600000.0,,595200000.0,,,,896300000.0,2433100000.0,3329400000.0,3353200000.0,LH,,70400000.0,70400000.0,70400000.0,70400000.0,,,,,,,2800000.0,,,,,,-700000.0,,,,,,,,,,,,,,,
2024-09-30,-5167500.0,0.195,449000000.0,-26500000.0,-26500000.0,169300000.0,161500000.0,2279800000.0,422500000.0,261000000.0,-50400000.0,50400000.0,,190632500.0,169300000.0,3009900000.0,254100000.0,84400000.0,84000000.0,2.0,2.02,169300000.0,169300000.0,169300000.0,-300000.0,169600000.0,0.0,169600000.0,,41000000.0,210600000.0,-11100000.0,15900000.0,-18000000.0,,18000000.0,-8500000.0,-50400000.0,50400000.0,,272100000.0,632300000.0,,568600000.0,,,,904400000.0,2377600000.0,3282000000.0,3291200000.0,LH,,63700000.0,63700000.0,63700000.0,63700000.0,,,,,,,0.0,,,,,,-500000.0,,,,,,,,,,,,,,,
2024-06-30,-2389600.0,0.232,482500000.0,-10300000.0,-10300000.0,205300000.0,156900000.0,2199800000.0,472200000.0,315300000.0,-47600000.0,47600000.0,,213210400.0,205300000.0,2914500000.0,294800000.0,84300000.0,84100000.0,2.43,2.44,205300000.0,205300000.0,205300000.0,-300000.0,205600000.0,0.0,205600000.0,,62100000.0,267700000.0,8900000.0,19500000.0,-11600000.0,,11600000.0,1300000.0,-47600000.0,47600000.0,,306400000.0,620000000.0,,557800000.0,,,,926400000.0,2294500000.0,3220900000.0,3220900000.0,LH,,62200000.0,62200000.0,62200000.0,62200000.0,,,,,,,0.0,,,,,,-300000.0,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,LH,,,,,,,,,,,-4900000.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-228655.590476,0.033105,1927101000.0,-6907000.0,-6907000.0,1720088000.0,98439000.0,2581684000.0,1920194000.0,1821755000.0,11859000.0,42774000.0,54633000.0,1726766344.409524,1720088000.0,3430265000.0,1741128000.0,1276933000.0,1274279000.0,1.35,1.35,1720088000.0,1720088000.0,1720088000.0,,1720088000.0,,1720088000.0,,58893000.0,1778981000.0,25994000.0,32901000.0,0.0,,0.0,-6907000.0,11859000.0,42774000.0,54633000.0,1741128000.0,848581000.0,580178000.0,268403000.0,,,,2589709000.0,2581684000.0,5171393000.0,5171393000.0,LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-630068.0,0.134,1683953000.0,-4702000.0,-4702000.0,1330667000.0,97343000.0,2406489000.0,1679251000.0,1581908000.0,5454000.0,45184000.0,50638000.0,1334738932.0,1330667000.0,3158416000.0,1561759000.0,1288100000.0,1283779000.0,1.03,1.04,1330667000.0,1330667000.0,1330667000.0,,1330667000.0,,1330667000.0,,206057000.0,1536724000.0,-30489000.0,-25787000.0,0.0,,0.0,-4702000.0,5454000.0,45184000.0,50638000.0,1561759000.0,751927000.0,525904000.0,226023000.0,,,,2313686000.0,2406489000.0,4720175000.0,4720175000.0,LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,-598689.0,0.117,1494762000.0,-5117000.0,-5117000.0,1191018000.0,96200000.0,2303066000.0,1489645000.0,1393445000.0,12312000.0,45299000.0,57611000.0,1195536311.0,1191018000.0,3042163000.0,1333884000.0,1291469000.0,1287109000.0,0.92,0.93,1191018000.0,1191018000.0,1191018000.0,,1191018000.0,,1191018000.0,,157128000.0,1348146000.0,1950000.0,7067000.0,0.0,,0.0,-5117000.0,12312000.0,45299000.0,57611000.0,1333884000.0,739097000.0,494947000.0,244150000.0,,,,2072981000.0,2303066000.0,4376047000.0,4376047000.0,LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,-1326982.0,0.137,1443205000.0,-9686000.0,-9686000.0,1116444000.0,94295000.0,2165293000.0,1433519000.0,1339224000.0,23503000.0,44946000.0,68449000.0,1124803018.0,1116444000.0,2903779000.0,1264197000.0,1304066000.0,1299236000.0,0.86,0.86,1116444000.0,1116444000.0,1116444000.0,,1116444000.0,,1116444000.0,,177834000.0,1294278000.0,6578000.0,16264000.0,0.0,,0.0,-9686000.0,23503000.0,44946000.0,68449000.0,1264197000.0,738486000.0,495358000.0,243128000.0,,,,2002683000.0,2165293000.0,4167976000.0,4167976000.0,LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-49478.258007,0.116146,1289578000.0,-426000.0,-426000.0,1020282000.0,88357000.0,2031409000.0,1289152000.0,1200795000.0,19588000.0,46439000.0,66027000.0,1020658521.741993,1020282000.0,2745715000.0,1126560000.0,1311120000.0,1306330000.0,0.778,0.781,1020282000.0,1020282000.0,1020282000.0,,1020282000.0,,1020282000.0,,134074000.0,1154356000.0,8976000.0,9402000.0,768000.0,,-768000.0,-1194000.0,19588000.0,46439000.0,66027000.0,1125792000.0,714306000.0,497829000.0,216477000.0,,,,1840098000.0,2031409000.0,3871507000.0,3871507000.0,LRCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,-2387853.107345,0.15113,295900000.0,-15800000.0,-15800000.0,119900000.0,94300000.0,1333500000.0,280100000.0,185800000.0,-44200000.0,44200000.0,,133312146.892655,119900000.0,1474200000.0,185800000.0,141000000.0,140600000.0,0.85,0.85,119900000.0,119900000.0,119900000.0,,119900000.0,,119900000.0,-300000.0,21400000.0,141600000.0,-15800000.0,,-15800000.0,,15800000.0,,-44200000.0,44200000.0,,201600000.0,140700000.0,,175000000.0,,,,342300000.0,1333500000.0,1675800000.0,1675800000.0,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,-2716800.0,0.283,360500000.0,-9600000.0,-9600000.0,146000000.0,102200000.0,1008400000.0,350900000.0,248700000.0,-47300000.0,47300000.0,,152883200.0,146000000.0,1262200000.0,248700000.0,142400000.0,141900000.0,1.03,1.03,146000000.0,146000000.0,146000000.0,,146000000.0,,146000000.0,2100000.0,57500000.0,201400000.0,-9600000.0,,-9600000.0,,9600000.0,,-47300000.0,47300000.0,,258300000.0,164200000.0,,151600000.0,151600000.0,151600000.0,,422500000.0,1098000000.0,1520500000.0,1520500000.0,LW,,12600000.0,12600000.0,8500000.0,8500000.0,,,,,,,,,,,,,,,4100000.0,,,,,,,,,,,,,
2024-11-30,-15666000.0,0.21,213600000.0,-74600000.0,-74600000.0,-36100000.0,120500000.0,1213500000.0,139000000.0,18500000.0,-43300000.0,43300000.0,,22834000.0,-36100000.0,1507800000.0,18500000.0,143200000.0,142800000.0,-0.25,-0.25,-36100000.0,-36100000.0,-36100000.0,,-36100000.0,,-36100000.0,2100000.0,13400000.0,-24800000.0,-74600000.0,,-74600000.0,,74600000.0,,-43300000.0,43300000.0,,93100000.0,184700000.0,,173800000.0,173800000.0,173800000.0,,277800000.0,1323100000.0,1600900000.0,1600900000.0,LW,,10900000.0,10900000.0,7200000.0,7200000.0,,,,,,,,,,,,,,,3700000.0,,,,,,,,,,,,,
2024-08-31,0.0,0.285,302600000.0,,,127400000.0,90500000.0,1298100000.0,302600000.0,212100000.0,-45200000.0,45200000.0,,127400000.0,127400000.0,1442000000.0,212100000.0,144200000.0,143600000.0,0.88,0.89,127400000.0,127400000.0,127400000.0,,127400000.0,,127400000.0,11300000.0,50800000.0,166900000.0,,,,,,,-45200000.0,45200000.0,,212100000.0,143900000.0,,143900000.0,,,,356000000.0,1298100000.0,1654100000.0,1654100000.0,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31,0.0,0.294425,299300000.0,,,129700000.0,86800000.0,1224000000.0,299300000.0,212500000.0,-40300000.0,40300000.0,,129700000.0,129700000.0,1399400000.0,212500000.0,145000000.0,144300000.0,0.89,0.9,129700000.0,129700000.0,129700000.0,,129700000.0,,129700000.0,8200000.0,50700000.0,172200000.0,,,,,,,-40300000.0,40300000.0,,212500000.0,175400000.0,,175400000.0,,,,387900000.0,1224000000.0,1611900000.0,1611900000.0,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,169700000.0,169700000.0,,,,,,LW,,10100000.0,10100000.0,7100000.0,7100000.0,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,
